train_loss,train_acc,val_acc,val_f1,test_acc,test_f1
7.221811415547563e-07,1.0,1.0,1.0,1.0,1.0
1.173566033685347e-06,1.0,1.0,1.0,1.0,1.0
2.283034632455383e-07,1.0,1.0,1.0,1.0,1.0
7.533817097282736e-06,1.0,1.0,1.0,1.0,1.0
7.030851634226565e-07,1.0,1.0,1.0,1.0,1.0
1.6175551991182147e-06,1.0,1.0,1.0,1.0,1.0
1.1367498018444167e-06,1.0,1.0,1.0,1.0,1.0
2.370451966271503e-06,1.0,1.0,1.0,1.0,1.0
6.76319245940249e-07,1.0,1.0,1.0,1.0,1.0
6.333209967124276e-06,1.0,1.0,1.0,1.0,1.0
4.620923391485121e-06,1.0,1.0,1.0,1.0,1.0
2.4114626739901723e-07,1.0,1.0,1.0,1.0,1.0
1.0307851425750414e-06,1.0,1.0,1.0,1.0,1.0
2.784754087770125e-06,1.0,1.0,1.0,1.0,1.0
2.4902335553633748e-06,1.0,1.0,1.0,1.0,1.0
1.6033571910156752e-06,1.0,1.0,1.0,1.0,1.0
5.162280558579369e-07,1.0,1.0,1.0,1.0,1.0
0.00016351428348571062,1.0,1.0,1.0,1.0,1.0
3.818081495410297e-06,1.0,1.0,1.0,1.0,1.0
1.0009928701038007e-05,1.0,1.0,1.0,1.0,1.0
3.2506407023902284e-06,1.0,1.0,1.0,1.0,1.0
2.6993350843440567e-07,1.0,1.0,1.0,1.0,1.0
5.668520088875084e-07,1.0,1.0,1.0,1.0,1.0
9.361004913444049e-07,1.0,1.0,1.0,1.0,1.0
6.86270504957065e-06,1.0,1.0,1.0,1.0,1.0
7.523037197643134e-07,1.0,1.0,1.0,1.0,1.0
4.1530100247655355e-07,1.0,1.0,1.0,1.0,1.0
3.244367235311074e-06,1.0,1.0,1.0,1.0,1.0
7.471957701454812e-07,1.0,1.0,1.0,1.0,1.0
5.723312597183394e-07,1.0,1.0,1.0,1.0,1.0
3.232406982078828e-07,1.0,1.0,1.0,1.0,1.0
2.741123807936674e-06,1.0,1.0,1.0,1.0,1.0
9.582595339452382e-07,1.0,1.0,1.0,1.0,1.0
1.0136832315765787e-06,1.0,1.0,1.0,1.0,1.0
4.0491602248948766e-07,1.0,1.0,1.0,1.0,1.0
8.090647156677733e-07,1.0,1.0,1.0,1.0,1.0
1.1744137964342372e-06,1.0,1.0,1.0,1.0,1.0
7.310595719900448e-07,1.0,1.0,1.0,1.0,1.0
9.995665095630102e-07,1.0,1.0,1.0,1.0,1.0
6.355843424898922e-07,1.0,1.0,1.0,1.0,1.0
1.001689383883786e-06,1.0,1.0,1.0,1.0,1.0
3.7533018826252373e-07,1.0,1.0,1.0,1.0,1.0
3.3774307439671247e-07,1.0,1.0,1.0,1.0,1.0
1.1299568996037124e-06,1.0,1.0,1.0,1.0,1.0
3.0546846119250404e-06,1.0,1.0,1.0,1.0,1.0
2.8462920909078093e-06,1.0,1.0,1.0,1.0,1.0
2.7154572990184533e-07,1.0,1.0,1.0,1.0,1.0
2.7366163521946874e-06,1.0,1.0,1.0,1.0,1.0
1.039574499372975e-06,1.0,1.0,1.0,1.0,1.0
6.140616051197867e-07,1.0,1.0,1.0,1.0,1.0
0.00011074975918745622,1.0,1.0,1.0,1.0,1.0
4.175183221377665e-06,1.0,1.0,1.0,1.0,1.0
4.3706504015972314e-07,1.0,1.0,1.0,1.0,1.0
7.194809654720302e-07,1.0,1.0,1.0,1.0,1.0
2.975991719722515e-06,1.0,1.0,1.0,1.0,1.0
2.2460906734522723e-07,1.0,1.0,1.0,1.0,1.0
5.58129158889642e-06,1.0,1.0,1.0,1.0,1.0
4.415153966874641e-07,1.0,1.0,1.0,1.0,1.0
7.254907359310891e-07,1.0,1.0,1.0,1.0,1.0
2.5042211859727104e-07,1.0,1.0,1.0,1.0,1.0
1.9866132561219274e-07,1.0,1.0,1.0,1.0,1.0
4.152397650614148e-06,1.0,1.0,1.0,1.0,1.0
5.113482188789931e-07,1.0,1.0,1.0,1.0,1.0
9.645133332014666e-07,1.0,1.0,1.0,1.0,1.0
1.637435502743756e-06,1.0,1.0,1.0,1.0,1.0
2.648739382493659e-06,1.0,1.0,1.0,1.0,1.0
